Database;Author;Year;Journal;Article Title;Keyword Found;Link to pdf;Is it a revelvant academic journal paper?;Reason;Is it not a duplicate?;Reason;Is it still relevant after reading At & KW & C?;Reason;Is it still relevant after reading the whole article?;Reason;Description
Google Scholar;Mittal, V et al.;2020;BOOK: International Conference on Data Analytics and Management (ICDAM-2020);Smart Surveillance Systems with Edge Intelligence: Convergence of Deep Learning and Edge Computing;Edge Intelligence;https://www.researchgate.net/profile/Bharat_Bhushan53/publication/341420546_Smart_Surveillance_Systems_with_Edge_Intelligence_Convergence_of_Deep_Learning_and_Edge_Computing/links/5ee39f30458515814a586f7f/Smart-Surveillance-Systems-with-Edge-Intelligence-Convergence-of-Deep-Learning-and-Edge-Computing.pdf;1;;1;;1;;1;;Application: Edge intelligence with surveillance systems
Google Scholar;Imran, H et al.;2020;Preprint: arXiv preprint arXiv:2009.00803;Embedded Development Boards for Edge-AI: A Comprehensive Report;Edge AI;https://arxiv.org/pdf/2009.00803;1;;1;;0;development boards available for running Artificial Intelligence algorithms on the Edge;;;
Google Scholar;Kai, Y et al. ;2020;ZTE Communications;Communication-Efficient Edge AI Inference over Wireless Networks;Edge AI;http://tech-en.zte.com.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=627;1;;0;135;;;;;
Google Scholar;Tydén, A et al.;2020;THESIS: Master;Edge Machine Learning for Animal Detection, Classification, and Tracking;Edge Machine Learning;https://www.diva-portal.org/smash/get/diva2:1443352/FULLTEXT01.pdf;0;NO ACCESS;;;;;;;
Google Scholar;Ghosh, S et al.;2019;BOOK: 2019 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT);Techno-Economic Analysis for Grid Edge Intelligence: A Preliminary Study on Smart Voltage Regulator Controls;Edge Intelligence;https://sci-hub.st/10.1109/isgt.2019.8791607;1;;1;;0;Grid edge intelligence;;;
Google Scholar;Liu, J et al.;2018;Preprint: arXiv preprint arXiv:1802.09153;PBGen: Partial Binarization of Deconvolution-Based Generators for Edge Intelligence;Edge Intelligence;https://arxiv.org/pdf/1802.09153.pdf%22;1;;1;;0;Later version of 133;;;
Google Scholar;Hui, Y et al.;2019;-;Three-Dimensional Characterization on Edge AI Processors with Object Detection Workloads;Edge AI;https://sc19.supercomputing.org/proceedings/tech_poster/poster_files/rpost249s2-file3.pdf;0;NOT A JOURNAL PAPER;;;;;;;
Google Scholar;Wilson, J et al.;2012;BOOK: Proceedings of the International Conference on Image Processing, Computer Vision, and Pattern Recognition (IPCV);Intelligent Edge Detection using a CUDA Simulator of Multilayer Neural Network Based on Multi-Valued Neurons;Intelligent Edge;https://pdfs.semanticscholar.org/f711/82d65a4c551e9d76aee0c0d272dc1bf359cf.pdf;1;;1;;0;Edge detection not edge intelligence;;;
Google Scholar;Joy, D et al.;2019;BOOK: SPE Annual Technical Conference and Exhibition;Processing Asset Data at the Intelligent Edge: Implementation of an Industrial IoT Architecture to Drive Business Value;Intelligent Edge;https://sci-hub.st/10.2118/195830-ms;1;;1;;0;Contents of the paper have not been reviewed;;;
Google Scholar;Zomaya, Albert;2020;WORKSHOP: 2020 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW);HCW 2020 Keynote Speaker Edge Intelligence Empowering IoT Data Analytics;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Wolf, Marilyn;2019;BOOK: Proceedings of the 2019 on Great Lakes Symposium on VLSI;Thoughts on Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Cao, Ningyuan;2020;DISSERTATION;Circuit and Algorithm Design to Enable Edge Intelligence;Edge Intelligence;https://smartech.gatech.edu/bitstream/handle/1853/63653/CAO-DISSERTATION-2020.pdf?sequence=1&isAllowed=y;0;PHD THESIS;;;;;;;
Google Scholar;Zijia, M et al. ;2020;Frontiers of Data and Computing;Edge Intelligence: A New Exploration for Artificial Intelligence Expanding to Edge;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Mhatre, Kaustubh Manohar;2020;-;Scalable Hardware Architecture for Real-time AI on the Edge;AI on the Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;John, MM et al.;2020;BOOK: 2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA);AI on the Edge: Architectural Alternatives;AI on the Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Fang, WC et al.;2019;IEEE Journal on Emerging and Selected Topics in Circuits and Systems;Development and Validation of an EEG-Based Real-Time Emotion Recognition System Using Edge AI Computing Platform With Convolutional Neural Network System-on-Chip Design;Edge AI;https://sci-hub.st/10.1109/jetcas.2019.2951232;1;;1;;0;Paper explains energy consumption on device;;;
Google Scholar;Corcoran, Peter;2019;WORKSHOP;Edge-AI: Rise of the neural accelerators;Edge AI;https://aran.library.nuigalway.ie/bitstream/handle/10379/15489/RNA_05RR.pdf?sequence=1;1;;1;;0;Presentation;;;
Google Scholar;Tabaru, T et al.;2019;FUJITSU SCIENTIFIC & TECHNICAL JOURNAL;Fujitsu's Approach to Using Cutting-Edge AI Supercomputers;Edge AI;https://www.fujitsu.com/global/documents/about/resources/publications/fstj/archives/vol55-2/paper13.pdf;1;;1;;0;Cutting-Edge (AI);;;
Google Scholar;Hannan Lodhi, A et al.;2020;Preprint: arXiv e-prints;State-of-the-art Techniques in Deep Edge Intelligence;Edge Intelligence;https://arxiv.org/pdf/2008.00824.pdf;1;;0;152;;;;;
Google Scholar;Djeffal, Sofiane;2020;THESIS: Master;Adaptive Defense Against Adverserial Artificial Intelligence at the Edge of the Cloud using Evolutionary Algorithms;Artificial Intelligence at the Edge;https://alfagroup.csail.mit.edu/sites/default/files/documents/2020.Adaptive-Defense-Against-Adverserial-Artificial-Intelligence-at-the-Edge-of-the-Cloud.SDjeffal.SDM.pdf;0;MASTER THESIS;;;;;;;
Google Scholar;Oderhohwo Ogheneuriri Dorothy;2020;-;Multi-Label Multi-Classification Implementation with Object Detection for Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Lee, LH et al.;2020;BOOK: URBAN AI: FORMULATING AN AGENDA FOR THE INTERDISCIPLINARY RESEARCH OF ARTIFICIAL INTELLIGENCE IN CITIES;When Augmented Reality Meets Edge AI: A Vision of Collective Urban Interfaces;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Wang, Y et al.;2019;-;Research on Computing Offloading Based on data Stream Correlation in Industrial Intelligent Edge Computing;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Guimarães, C et al.;2019;WORKSHOP: Global Experimentation for Future Internet (GEFI) 2019 Workshop;5G-DIVE: eDge Intelligence for Vertical Experimentation;Edge Intelligence;https://e-archivo.uc3m.es/bitstream/handle/10016/29775/edge_GEFI_2019_ps.pdf?sequence=1;0;NOT A JOURNAL PAPER;;;;;;;
Google Scholar;Ito, Hiroyuki;2020;BOOK: 2020 International Symposium on VLSI Design, Automation and Test (VLSI-DAT);Edge-AI Based Cattle Behavior Estimation System for Grazing;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Thar, K et al.;2019;한국정보과학회 학술발표논문집;Edge AI assists Partial Content Caching with Smart Content Prefetching Scheme;Edge AI;http://163.180.116.116/layouts/net/publications/data/KSC2019/KSC2019_Kyi%20Thar.pdf;0;NOT ENGLISH;;;;;;;
Google Scholar;Dawit, M et al.;2019;BOOK: SPWID 2019: The Fifth International Conference on Smart Portable, Wearable, Implantable and Disabilityoriented Devices and Systems;Edge machine learning for energy efficiency of resource constrained IoT devices;Edge Machine Learning;https://www.diva-portal.org/smash/get/diva2:1462789/FULLTEXT01.pdf;1;;1;;0;pre-trained model deployment;;;
Google Scholar;Dustdar, Schahram;2020;PRESENTATION: -;Edge Intelligence;Edge Intelligence;http://www.iotbds.org/Documents/Previous_Invited_Speakers/2020/IoTBDS_2020_KS_1_Presentation.pdf;0;NO ACCESS;;;;;;;
Google Scholar;Oh, KI et al.;2018;Electronics and Telecommunications Trends;Trends in Ultra Low Power Intelligent Edge Semiconductor Technology;Intelligent Edge;https://www.koreascience.or.kr/article/JAKO201850263413392.pdf;1;;1;;0;Not English;;;
Google Scholar;Gadfori, P et al.;2019;IEEE International Symposium on Circuits and Systems;Field Programmable Neural Array: Artificial Intelligence at the Edge;Artificial Intelligence at the Edge;https://apps.dtic.mil/sti/pdfs/AD1075605.pdf;1;;1;;0;Not relevant;;;
Google Scholar;Jensen, David;2019;BOOK: Beginning Azure IoT Edge Computing;Do I Need an Intelligent Edge?;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Jensen, David;2019;-;Beginning Azure IoT Edge Computing: Extending the Cloud to the Intelligent Edge;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Wang, X et al.;-;BOOK: Springer;Edge AI;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Lynskey, J et al.;2018;한국정보과학회 학술발표논문집;Intelligent Edge Resource Allocation for Distributed Learning;Intelligent Edge;http://networking.khu.ac.kr/gallery/entry/layouts/net/publications/data/KCC2018/15.Jared.pdf;0;NOT ENGLISH;;;;;;;
Google Scholar;Christensen, J et al.;2018;-;Final Technical Report: Edge Intelligence for Virtualization and Security in Open Networks;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Madumal, MBA Prashan;2015;-;Adaptive Intelligent Edge-Driven Control-Plane for Fog Networking Architecture;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Semiconductor, ON;2019;Sensor World;Intelligent Sensing Technology Promoting the Development of Automobile, Machine Vision and Edge Artificial Intelligence;Edge Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Manzalini, Antonio;2019;-;Edge Intelligence: edge computing meets artificial intelligence;Edge Intelligence;https://www.gruppotim.it/content/dam/telecomitalia/it/archivio/documenti/Innovazione/MnisitoNotiziario/2019/3-2019/capitolo4/cap04_Edge_Cloud_Intelligence.pdf;0;NOT A JOURNAL PAPER;;;;;;;
Google Scholar;Abdelzaher, T et al.;2019;BOOK: International Conference on Computer Communications and Networks (ICCCN);Panel 1: IoT, 5G, and Edge AI: Challenges and Opportunities;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Chang-chao, LI;2018;Computer Simulation;Simulation of Intelligent Edge Detection Method in Massive Small Difference Image Group;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Siracusa, Domenico;2018;BOOK: IEEE International Conference on High Performance Computing Workshops (HiPCW);Decentralised technologies for orchestrated cloud-to-edge intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Simeone, Osvaldo;2019;PRESENTATION: -;Spiking Neural Networks for Low-Power Edge Intelligence;Edge Intelligence;https://nms.kcl.ac.uk/osvaldo.simeone/SNNSimeone.pdf;0;PRESENTATION SLIDES;;;;;;;
Google Scholar;Ponnada, VT et al.;2019;International Journal of Innovative Technology and Exploring Engineering;Edge AI System for Pneumonia and Lung Cancer Detection;Edge AI;https://www.researchgate.net/profile/Venkata_Tulasiramu_Ponnada/publication/342962516_Edge_AI_System_for_Pneumonia_and_Lung_Cancer/links/5f0f91a792851c1eff154ea7/Edge-AI-System-for-Pneumonia-and-Lung-Cancer.pdf;1;;1;;1;;0;Mainly explanation of CNN (not for edge intelligence application);
Google Scholar;Qin, YF et al.;2020;Advanced Intelligent Systems;Recent Progress on Memristive Convolutional Neural Networks for Edge Intelligence;Edge Intelligence;https://onlinelibrary.wiley.com/doi/pdf/10.1002/aisy.202000114;1;;1;;0;Progress report not journal;;;
Google Scholar;Zhihua, Y et al.;2019;Communication & Shipping;Realization of Smart Traffic PLC-Io T Fully Connection Design and Edge Intelligence;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Lv, Z et al.;2021;Future Generation Computer Systems ;Intelligent edge computing based on machine learning for smart city;Intelligent Edge;https://sci-hub.st/10.1016/j.future.2020.08.037;1;;0;60;;;;;
Google Scholar;Vatti, RA et al.;2020;JOURNAL OF CRITICAL REVIEWS ;EDGE INTELLIGENCE FOR PREDICTING AND DETECTING CARDIAC PATHOLOGIES BY ANALYZING STRESS AND ANXIETY;Edge Intelligence;https://www.researchgate.net/profile/Rambabu_Vatti2/publication/344451623_JOURNAL_OF_CRITICAL_REVIEWS_EDGE_INTELLIGENCE_FOR_PREDICTING_AND_DETECTING_CARDIAC_PATHOLOGIES_BY_ANALYZING_STRESS_AND_ANXIETY/links/5f77053a299bf1b53e075818/JOURNAL-OF-CRITICAL-REVIEWS-EDGE-INTELLIGENCE-FOR-PREDICTING-AND-DETECTING-CARDIAC-PATHOLOGIES-BY-ANALYZING-STRESS-AND-ANXIETY.pdf;1;;1;;1;;1;;Application: predictive risk analysis for healthcare professionals
Google Scholar;Shen, FJ et al.;2020;BOOK: 2020 International Conference on System Science and Engineering (ICSSE);A CNN-Based Human Head Detection Algorithm Implemented on Edge AI Chip;Edge AI;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Hoshino, Y et al.;2019;"BOOK: Proceedings of International Conference on Mechanical, Electrical and Medical Intelligent System 2019";Implementation of Skeleton Extraction Process from Camera Images on Edge AI Processor and its Applications;Edge AI;http://conf.e-jikei.org/ICMEMIS/2019/proceedings/materials/proc_files/IPS/IPS06_Nakazawa/IPS06_3/Camera_ready_Manuscript_ICMEMIS2019_IPS06_A003.pdf;1;;1;;1;;1;;Edge AI Processor
Google Scholar;Verma, Naveen;2020;IEEE International Conference on Solid-State Circuits (ISSCC);F2: ML at the Extreme Edge: Machine Learning as the Killer IoT App;Edge Machine Learning;https://sci-hub.st/10.1109/isscc19947.2020.9063056;1;;1;;0;Not a paper;;;
Google Scholar;Yau, David;2017;BOOK: Conference on Local Computer Networks (LCN);Security Implications of Edge Intelligence in Power Grid as Cyber-Physical System;Edge Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Al-Ali, F et al.;-;-;Novel Casestudy and Benchmarking of AlexNet for Edge AI: From CPU and GPU to FPGA;Edge AI;https://www.researchgate.net/profile/Firas_Al-Ali/publication/339229389_Novel_Implementation_and_Benchmarking_of_AlexNet_for_Edge_AI_From_CPU_and_GPU_to_FPGA/links/5f0f9acf45851512999e49be/Novel-Implementation-and-Benchmarking-of-AlexNet-for-Edge-AI-From-CPU-and-GPU-to-FPGA.pdf;0;NOT A JOURNAL PAPER;;;;;;;
Google Scholar;堀尾喜彦;2018;日本神経回路学会誌;ブレインモルフィックコンピューティングハードウェアと Human-centric Edge AI;Edge AI;https://www.jstage.jst.go.jp/article/jnns/25/4/25_140/_pdf;0;NOT ENGLISH;;;;;;;
Google Scholar;伊藤浩之 et al.;2019;研究報告組込みシステム (EMB);牛行動推定のための Edge AI 技術開発;Edge AI;KEIN ZUGRIFF;0;NO ACCESS/NOT ENGLISH;;;;;;;
Google Scholar;王莹 et al.;2019;Software Engineering and Applications;Research on Computing Offloading Based on data Stream Correlation in Industrial Intelligent Edge Computing;Intelligent Edge;https://m.hanspub.org/journal/paper/33542;0;NO ACCESS;;;;;;;
Google Scholar;Chen, Z et al.;2019;BOOK: 2019 IEEE International Conference on Smart Internet of Things (SmartIoT);An artificial intelligence perspective on mobile edge computing;Edge, Artificial Intelligence;https://sci-hub.st/10.1109/smartiot.2019.00024;1;;1;;1;;1;;green edge intelligence
Google Scholar;Greengard, Samuel;2020;Communications of the ACM;AI on edge;AI on the Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Mohanty, Saraju P;2019;IEEE Consumer Electronics Magazine;AI for Smart Consumer Electronics: at the Edge or in the Cloud?;AI, at the Edge;https://www.researchgate.net/profile/Saraju_Mohanty/publication/335582505_AI_for_Smart_Consumer_Electronics_At_the_Edge_or_in_the_Cloud/links/5d823778a6fdcc8fd6f179a0/AI-for-Smart-Consumer-Electronics-At-the-Edge-or-in-the-Cloud.pdf;1;;1;;0;Preface;;;
Google Scholar;Liu, B et al.;2019;THESIS: Master;Study and benchmarking of Artificial Intelligence (AI) model serving systems on edge computation units and cloud environments;Edge, Artificial Intelligence;https://aaltodoc.aalto.fi/bitstream/handle/123456789/39153/master_Liu_Bote_2019.pdf?sequence=1;0;MASTER THESIS;;;;;;;
Google Scholar;Zeng, J et al.;2018;BOOK: International Conference on Edge Computing;A face recognition system based on cloud computing and AI edge for IOT;Edge, AI;https://sci-hub.st/10.1007/978-3-319-94340-4_7;1;;1;;0;edge-based artificial intelligence and cloud computing;;;
Google Scholar;Mukherjee, M;2020;IEEE Network;Leveraging Intelligent Computation Offloading with Fog/Edge Computing for Tactile Internet: Advantages and Limitations;Edge, Intelligent;https://sci-hub.st/10.1109/mnet.001.2000004;1;;1;;1;;1;;"Tacticle internet, intelligent edge offloading "
Google Scholar;Yamakami, Toshihiko;2018;BOOK: 2018 18th International Symposium on Communications and Information Technologies (ISCIT);An Experimental Implementation of an Edge-based AI Engine with Edge-Cloud Coordination;Edge, AI;https://sci-hub.st/10.1109/iscit.2018.8587931;1;;1;;0;device-edge-cloud coordination environment;;;
Google Scholar;Thokale, AP et al.;2019;Journal of the Gujarat Research Society;A SURVEY ON ARTIFICIAL INTELLIGENCE BASED EDGE COMPUTING PLATFORM FOR INDUSTRIAL APPLICATIONS;Edge, Artificial Intelligence;http://gujaratresearchsociety.in/index.php/JGRS/article/download/749/621;1;;1;;1;;0;Doesnt meet prerequisites of a journal paper (4 pages/little citations);
Google Scholar;Corcoran, P et al.;2019;IEEE Consumer Electronics Magazine;Deep Learning for Consumer Devices and Services 2—AI Gets Embedded at the Edge;Edge, Learning;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8822518&casa_token=GSjR1bRqrTYAAAAA:GuGW16i-1anD0nMhLljGFp_Zr0swgdQIu95UCsK3uwZ5CqJPJaGBN_jMf5CfI6jtVaVYHUAzMw&tag=1;1;;1;;1;;1;;What is next for EI, applications of EI
Google Scholar;Yang, L et al.;2020;IEEE Internet of Things Journal;Special Issue on Artificial-Intelligence-Powered Edge Computing for Internet of Things;Edge, Artificial Intelligence;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219256;0;GUEST EDITORIAL;;;;;;;
Google Scholar;Usman, M et al.;2020;IEEE Transactions on Industry Applications;RaSEC: An Intelligent Framework for Reliable and Secure Multi-Level Edge Computing in Industrial Environments;Edge, Intelligent;https://sci-hub.st/10.1109/tia.2020.2975488;1;;1;;0;data are uploaded to the cloud servers for further analysis;;;
Google Scholar;Fasciano, C et al.;-;-;Artificial Intelligence on Edge Computing: a Healthcare Scenario in Ambient Assisted Living;Artificial Intelligence on Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Li, W et al.;2020;BOOK: World Conference on Information Systems and Technologies;A Survey of AI Accelerators for Edge Environment;Edge, AI;https://www.researchgate.net/profile/Wenbin_Li12/publication/341996594_A_Survey_of_AI_Accelerators_for_Edge_Environment/links/5ee0bbc6a6fdcc4768944fb8/A-Survey-of-AI-Accelerators-for-Edge-Environment.pdf;1;;1;;1;;0;AI accelerators;
Google Scholar;Wang, S et al. ;2020;Preprint: arXiv preprint arXiv:2007.09227;KubeEdge. AI: AI Platform for Edge Devices;Edge, AI;https://arxiv.org/pdf/2007.09227;1;;1;;1;;0;AI algorithms will be trained;
Google Scholar;James, A et al.;2019;BOOK: 2019 26th IEEE International Conference on Electronics, Circuits and Systems (ICECS);Smart cameras everywhere: AI vision on edge with emerging memories;Edge, AI;https://sci-hub.st/10.1109/icecs46596.2019.8965029;1;;1;;1;;0;Cloud infrasturcture for data processing;
Google Scholar;Kemajou, V et al.;2020;BOOK: First EAGE Digitalization Conference and Exhibition;Real Time Well Engineering for Intelligent Rig State Identification: An Edge Computing Use Case;Edge, Intelligent;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Google Scholar;Debauche, O et al.;2020;Procedia Computer Science;A new edge architecture for ai-iot services deployment;Edge, AI;https://www.sciencedirect.com/science/article/pii/S1877050920316859;1;;1;;1;;0;algorithms and models that were trained on a cloud server;
Google Scholar;Debauche, O et al.;2020;Procedia Computer Science;Edge computing and artificial intelligence for real-time poultry monitoring;Edge, Artificial Intelligence;https://www.sciencedirect.com/science/article/pii/S1877050920317762;1;;1;;0;Not relevant;;;
Google Scholar;Guo, J et al.;2020;IEEE Network;Intelligence-Sharing Vehicular Networks with Mobile Edge Computing and Spatiotemporal Knowledge Transfer;Edge, Intelligence;https://sci-hub.st/10.1109/mnet.001.1900512;1;;1;;0;knowledge transfer among MEC servers;;;
Google Scholar;Talagala, N et al.;2018;BOOK: {USENIX} Workshop on Hot Topics in Edge Computing (HotEdge 18).;{ECO}: Harmonizing Edge and Cloud with ML/DL Orchestration;Edge;https://www.usenix.org/system/files/conference/hotedge18/hotedge18-papers-talagala.pdf;1;;1;;1;;0;training of models and execution in architecture for cloud and edge;
Google Scholar;Wang, S et al. ;2020;IEEE Transactions on Wireless Communications;Machine intelligence at the edge with learning centric power allocation;At the Edge, Machine, Intelligence;https://sci-hub.st/10.1109/twc.2020.3010522;1;;1;;1;;1;;dominantely training on edge, application: Power Allocation
Google Scholar;Wang, S et al. ;2018;BOOK: IEEE INFOCOM 2018-IEEE Conference on Computer Communications;When edge meets learning: Adaptive control for resource-constrained distributed machine learning;Edge, Learning;https://dsprdpub.cc.ic.ac.uk:8443/bitstream/10044/1/58765/2/Infocom_2018_distributed_ML.pdf;1;;1;;1;;1;;Resource-Constrained Distributed Machine Learning
Google Scholar;Kase, SE et al.;2015;"BOOK: Display Technologies and Applications for Defense, Security, and Avionics IX; and Head-and Helmet-Mounted Displays XX";Augmented reality enabling intelligence exploitation at the edge;Intelligence, at the edge;https://sci-hub.st/10.1117/12.2177865;1;;1;;0;Mainly augmented reality;;;
Google Scholar;Ansari, M et al.;2020;BOOK: The Cloud-to-Thing Continuum;Security of Distributed Intelligence in Edge Computing: Threats and Countermeasures;Edge, Intelligence;https://library.oapen.org/bitstream/handle/20.500.12657/39982/2020_Book_TheCloud-to-ThingContinuum.pdf?sequence=1#page=118;1;;1;;0;Not a paper;;;
Google Scholar;Zhou, C et al.;2020;Wireless Communications and Mobile Computing;Novel Defense Schemes for Artificial Intelligence Deployed in Edge Computing Environment;Edge, Artificial Intelligence;https://www.hindawi.com/journals/wcmc/2020/8832697/;1;;1;;0;Training on cloud in proposed architecture;;;
Google Scholar;Yamakage, Y et al.;2019;FUJITSU SCIENTIFIC & TECHNICAL JOURNAL;Fujitsu's Approach to Its AI Business and Cutting-Edge Technologies;Edge, AI;https://www.fujitsu.com/global/documents/about/resources/publications/fstj/archives/vol55-2/paper01.pdf;1;;1;;0;"Cutting ""edge""";;;
Google Scholar;Wang, F et al.;2020;BOOK: IEEE INFOCOM 2020-IEEE Conference on Computer Communications;Intelligent Video Caching at Network Edge: A Multi-Agent Deep Reinforcement Learning Approach;Edge, Intelligent, Learning;https://www2.cs.sfu.ca/~jcliu/Papers/IntellgentCaching20.pdf;1;;1;;0;None of the relevant keywords found;;;
Google Scholar;Sodhro, A;2019;IEEE Transactions on Industrial Informatics;Artificial intelligence-driven mechanism for edge computing-based industrial applications;Edge, Artificial Intelligence;https://fardapaper.ir/mohavaha/uploads/2019/09/Fardapaper-Artificial-Intelligence-Driven-Mechanism-for-Edge-Computing-Based-Industrial-Applications.pdf;1;;1;;1;;0;Proposed architecture contains cloud layer, mainly edge computing framework;
Google Scholar;Alanezi, K et al.;2021;Future Generation Computer Systems;An edge-based architecture to support the execution of ambience intelligence tasks using the IoP paradigm;Edge, Intelligence;https://sci-hub.st/10.1016/j.future.2020.08.001;1;;1;;1;;1;;Framework architecture
Google Scholar;Calo, SB et al.;2017;BOOK: 2017 IEEE International Conference on Big Data (Big Data);Edge computing architecture for applying AI to IoT;Edge, AI;https://dais-ita.org/sites/default/files/S11204_EdgeIoTAI.pdf;1;;1;;0;Edge and server based processing;;;
Google Scholar;Shan, N et al.;2020;{Security and Communication Networks;Collaborative Intelligence: Accelerating Deep Neural Network Inference via Device-Edge Synergy;Edge, Intelligence;https://www.hindawi.com/journals/scn/2020/8831341/;1;;1;;0;Collaborative Intelligence;;;
Google Scholar;Rahman, H et al.;2019;BOOK: Mobile Solutions and Their Usefulness in Everyday Life;The role of mobile edge computing towards assisting IoT with distributed intelligence: A smartliving perspective;Edge, Intelligence;https://www.researchgate.net/profile/Rahim_Rahmani2/publication/329571203_The_Role_of_Mobile_Edge_Computing_Towards_Assisting_IoT_with_Distributed_Intelligence_A_SmartLiving_Perspective/links/5c41aa48299bf12be3d0a402/The-Role-of-Mobile-Edge-Computing-Towards-Assisting-IoT-with-Distributed-Intelligence-A-SmartLiving-Perspective.pdf;0;BOOK;;;;;;;
